repo,contributor_id,task_type,file_count,commit_count,core_status
openframeworks/openFrameworks,cjdecarteret,other,6,3,peripheral
openframeworks/openFrameworks,cjdecarteret,source,4,2,peripheral
openframeworks/openFrameworks,staceymakes,documentation,24,23,core
openframeworks/openFrameworks,staceymakes,other,19,18,core
openframeworks/openFrameworks,staceymakes,config,1,1,core
openframeworks/openFrameworks,anikahhh,config,2,1,peripheral
openframeworks/openFrameworks,anikahhh,documentation,85,1,peripheral
openframeworks/openFrameworks,anikahhh,source,103,2,peripheral
openframeworks/openFrameworks,anikahhh,other,111,1,peripheral
openframeworks/openFrameworks,sarahghp,documentation,1,1,peripheral
openframeworks/openFrameworks,sarahghp,other,1,1,peripheral
openframeworks/openFrameworks,nicoleyimessier,documentation,14,13,core
openframeworks/openFrameworks,nicoleyimessier,other,15,12,core
openframeworks/openFrameworks,nicoleyimessier,source,8,8,core
openframeworks/openFrameworks,golanlevin,documentation,13,10,core
openframeworks/openFrameworks,golanlevin,other,183,6,core
openframeworks/openFrameworks,golanlevin,source,123,21,core
openframeworks/openFrameworks,golanlevin,config,13,2,core
openframeworks/openFrameworks,braitsch,source,1,1,peripheral
openframeworks/openFrameworks,lejeunerenard,documentation,1,1,peripheral
openframeworks/openFrameworks,gohai,source,3,3,peripheral
openframeworks/openFrameworks,gohai,other,1,1,peripheral
openframeworks/openFrameworks,yuhki50,source,2,1,peripheral
openframeworks/openFrameworks,smallfly,source,2,1,peripheral
openframeworks/openFrameworks,fred-dev,config,6,6,peripheral
openframeworks/openFrameworks,charlesveasey,source,7,5,peripheral
openframeworks/openFrameworks,fx-lange,source,16,8,peripheral
openframeworks/openFrameworks,fx-lange,other,4,4,peripheral
openframeworks/openFrameworks,whg,source,1,1,peripheral
openframeworks/openFrameworks,smukkejohan,source,19,17,core
openframeworks/openFrameworks,smukkejohan,documentation,6,1,core
openframeworks/openFrameworks,julapy,other,1026,134,core
openframeworks/openFrameworks,julapy,source,2971,385,core
openframeworks/openFrameworks,julapy,config,98,28,core
openframeworks/openFrameworks,julapy,documentation,51,16,core
openframeworks/openFrameworks,bilderbuchi,config,141,78,core
openframeworks/openFrameworks,bilderbuchi,other,499,42,core
openframeworks/openFrameworks,bilderbuchi,source,901,137,core
openframeworks/openFrameworks,bilderbuchi,documentation,58,41,core
openframeworks/openFrameworks,javl,source,1,1,peripheral
openframeworks/openFrameworks,genekogan,source,2,2,peripheral
openframeworks/openFrameworks,taiwanesePortrait,documentation,2,1,peripheral
openframeworks/openFrameworks,taiwanesePortrait,source,9,5,peripheral
openframeworks/openFrameworks,ofZach,other,2479,150,core
openframeworks/openFrameworks,ofZach,source,1348,169,core
openframeworks/openFrameworks,ofZach,documentation,26,22,core
openframeworks/openFrameworks,ofZach,config,119,34,core
openframeworks/openFrameworks,sonologico,source,3,2,peripheral
openframeworks/openFrameworks,Qix-,other,1,1,peripheral
openframeworks/openFrameworks,chaosct,source,3,3,peripheral
openframeworks/openFrameworks,ni-cc,source,5,1,peripheral
openframeworks/openFrameworks,drlight-code,documentation,1,1,peripheral
openframeworks/openFrameworks,drlight-code,source,1,1,peripheral
openframeworks/openFrameworks,sesneaky,source,1,1,peripheral
openframeworks/openFrameworks,trentbrooks,source,129,18,core
openframeworks/openFrameworks,trentbrooks,other,20,2,core
openframeworks/openFrameworks,trentbrooks,config,3,2,core
openframeworks/openFrameworks,trentbrooks,documentation,1,1,core
openframeworks/openFrameworks,borg,source,274,3,peripheral
openframeworks/openFrameworks,borg,other,40,2,peripheral
openframeworks/openFrameworks,borg,config,7,1,peripheral
openframeworks/openFrameworks,borg,documentation,9,1,peripheral
openframeworks/openFrameworks,PetrosKataras,source,3,3,peripheral
openframeworks/openFrameworks,kylemcdonald,source,5145,572,core
openframeworks/openFrameworks,kylemcdonald,documentation,124,56,core
openframeworks/openFrameworks,kylemcdonald,other,4619,203,core
openframeworks/openFrameworks,kylemcdonald,config,486,103,core
openframeworks/openFrameworks,mhashmi,source,4,4,peripheral
openframeworks/openFrameworks,LeoColomb,other,1271,143,core
openframeworks/openFrameworks,LeoColomb,config,100,21,core
openframeworks/openFrameworks,LeoColomb,source,1713,110,core
openframeworks/openFrameworks,LeoColomb,documentation,97,49,core
openframeworks/openFrameworks,LeoColomb,test,1,1,core
openframeworks/openFrameworks,sterlingcrispin,source,1,1,peripheral
openframeworks/openFrameworks,sterlingcrispin,documentation,1,1,peripheral
openframeworks/openFrameworks,s6577t,other,4,1,peripheral
openframeworks/openFrameworks,Daandelange,source,7,7,peripheral
openframeworks/openFrameworks,Daandelange,other,14,2,peripheral
openframeworks/openFrameworks,Daandelange,documentation,3,3,peripheral
openframeworks/openFrameworks,rezaali,source,5,4,peripheral
openframeworks/openFrameworks,kentaroid,source,1,1,peripheral
openframeworks/openFrameworks,teaguelab,source,182,5,peripheral
openframeworks/openFrameworks,teaguelab,other,121,1,peripheral
openframeworks/openFrameworks,teaguelab,documentation,3,1,peripheral
openframeworks/openFrameworks,patrickFuerst,source,2,2,peripheral
openframeworks/openFrameworks,groolot,source,261,3,peripheral
openframeworks/openFrameworks,groolot,config,6,1,peripheral
openframeworks/openFrameworks,groolot,documentation,3,1,peripheral
openframeworks/openFrameworks,groolot,other,35,1,peripheral
openframeworks/openFrameworks,groolot,test,1,1,peripheral
openframeworks/openFrameworks,galsasson,source,1,1,peripheral
openframeworks/openFrameworks,jamet,source,2,2,peripheral
openframeworks/openFrameworks,mhintz,source,28,28,core
openframeworks/openFrameworks,vienin,source,1,1,peripheral
openframeworks/openFrameworks,Elettronik,source,1,1,peripheral
openframeworks/openFrameworks,Tinwelint78,source,1,1,peripheral
openframeworks/openFrameworks,eranws,documentation,1,1,peripheral
openframeworks/openFrameworks,eranws,source,1,1,peripheral
openframeworks/openFrameworks,kant,documentation,7,7,peripheral
openframeworks/openFrameworks,jknight-nc,source,1,1,peripheral
openframeworks/openFrameworks,elaye,source,1,1,peripheral
openframeworks/openFrameworks,julianadenauer,source,23,9,peripheral
openframeworks/openFrameworks,nongio-zz,source,19,9,peripheral
openframeworks/openFrameworks,camb416,source,48,5,peripheral
openframeworks/openFrameworks,camb416,documentation,1,1,peripheral
openframeworks/openFrameworks,camb416,config,2,1,peripheral
openframeworks/openFrameworks,nneonneo,documentation,3,3,core
openframeworks/openFrameworks,nneonneo,config,9,3,core
openframeworks/openFrameworks,nneonneo,other,3,3,core
openframeworks/openFrameworks,nneonneo,source,14,10,core
openframeworks/openFrameworks,carstenschwede,source,1,1,peripheral
openframeworks/openFrameworks,nykwil,source,5,2,peripheral
openframeworks/openFrameworks,AmnonOwed,other,3,3,peripheral
openframeworks/openFrameworks,AmnonOwed,source,1,1,peripheral
openframeworks/openFrameworks,youandhubris,source,2,2,peripheral
openframeworks/openFrameworks,manish-juneja,source,3,3,peripheral
openframeworks/openFrameworks,lennart,other,1,1,peripheral
openframeworks/openFrameworks,dlespiau,source,2,1,peripheral
openframeworks/openFrameworks,hardmanko,source,3,3,peripheral
openframeworks/openFrameworks,memoakten,source,1531,127,core
openframeworks/openFrameworks,memoakten,other,1273,64,core
openframeworks/openFrameworks,memoakten,config,135,24,core
openframeworks/openFrameworks,memoakten,documentation,22,5,core
openframeworks/openFrameworks,chphmh,source,2,2,peripheral
openframeworks/openFrameworks,timscaffidi,source,102,9,core
openframeworks/openFrameworks,timscaffidi,documentation,3,3,core
openframeworks/openFrameworks,timscaffidi,other,31,2,core
openframeworks/openFrameworks,timscaffidi,config,9,1,core
openframeworks/openFrameworks,vdonnefort,source,2,2,peripheral
openframeworks/openFrameworks,dmytroshp,other,1,1,peripheral
openframeworks/openFrameworks,damian0815,source,24,3,peripheral
openframeworks/openFrameworks,damian0815,documentation,2,2,peripheral
openframeworks/openFrameworks,damian0815,other,1,1,peripheral
openframeworks/openFrameworks,tristanfisher,documentation,1,1,peripheral
openframeworks/openFrameworks,kustra,source,1,1,peripheral
openframeworks/openFrameworks,wronex,source,2,2,peripheral
openframeworks/openFrameworks,nongio,source,2,2,peripheral
openframeworks/openFrameworks,aefreedman,source,1,1,peripheral
openframeworks/openFrameworks,skimon,other,2,1,peripheral
openframeworks/openFrameworks,yesyesnono,source,1,1,peripheral
openframeworks/openFrameworks,tsungg,source,1,1,peripheral
openframeworks/openFrameworks,igierard,source,6,6,peripheral
openframeworks/openFrameworks,jmateus,source,2,2,peripheral
openframeworks/openFrameworks,MattijsKneppers,source,1,1,peripheral
openframeworks/openFrameworks,mileshiroo,source,26,26,core
openframeworks/openFrameworks,lmancini,other,14,1,peripheral
openframeworks/openFrameworks,ed-was-here,source,1,1,peripheral
openframeworks/openFrameworks,carolError,other,2,1,peripheral
openframeworks/openFrameworks,fakob,other,2,2,peripheral
openframeworks/openFrameworks,fakob,source,9,2,peripheral
openframeworks/openFrameworks,falcon4ever,source,90,8,core
openframeworks/openFrameworks,falcon4ever,other,111,6,core
openframeworks/openFrameworks,falcon4ever,config,111,1,core
openframeworks/openFrameworks,falcon4ever,documentation,2,1,core
openframeworks/openFrameworks,chuckleplant,other,12,1,peripheral
openframeworks/openFrameworks,abergmeier,documentation,1,1,peripheral
openframeworks/openFrameworks,abergmeier,source,16,12,peripheral
openframeworks/openFrameworks,ngbrown,source,3,2,peripheral
